type,amount,oldbalanceOrg,newbalanceOrig,oldbalanceDest,newbalanceDest,nameOrig,nameDest,bankOrig,bankDest
PAYMENT,11768.88,0.0,0.0,0.0,0.0,C1744251589,M1524692890,,
PAYMENT,2312.65,43062.3,40749.64,0.0,0.0,C1969815433,M1683777908,,
TRANSFER,654761.96,103000.0,0.0,894942.13,1688278.03,C1343127790,C2144020934,,
PAYMENT,3708.1,0.0,0.0,0.0,0.0,C2022901021,M1884091980,,
TRANSFER,253454.42,162063.35,0.0,294980.63,0.0,C324386406,C1539396523,,
PAYMENT,2714.51,1043.0,0.0,0.0,0.0,C1024597931,M1457739973,,
PAYMENT,1909.79,0.0,0.0,0.0,0.0,C447712388,M1351106271,,
PAYMENT,17888.52,105560.05,87671.53,0.0,0.0,C685677450,M327534365,,
TRANSFER,2926901.23,19931.0,0.0,302402.6,3229303.83,C2029016,C717128762,,
PAYMENT,63302.01,3.0,0.0,0.0,0.0,C1432286675,M332486550,,
PAYMENT,6226.59,68316.44,62089.84,0.0,0.0,C196265182,M1735481119,,
PAYMENT,9835.65,0.0,0.0,0.0,0.0,C1630845905,M2062881308,,
TRANSFER,202854.34,2774.61,0.0,446649.71,649504.05,C1614533063,C1213177856,,
TRANSFER,111367.18,0.0,0.0,4184386.36,4295753.54,C363210561,C74288440,,
TRANSFER,158299.34,158299.34,0.0,0.0,0.0,C278180302,C1551346623,,
PAYMENT,2406.83,1972.0,0.0,0.0,0.0,C849161362,M774221841,,
PAYMENT,38415.59,497423.0,459007.41,0.0,0.0,C1143674952,M1614923609,,
PAYMENT,37644.72,176204.0,138559.28,0.0,0.0,C253696163,M1985481632,,
PAYMENT,25792.52,1445.97,0.0,0.0,0.0,C142773127,M1202016096,,
TRANSFER,469373.27,125171.0,0.0,362416.37,831789.64,C647940692,C19385186,,
PAYMENT,12962.26,0.0,0.0,0.0,0.0,C1512417786,M40662210,,
TRANSFER,185524.86,0.0,0.0,246724.5,432249.36,C1364315417,C2125223614,,
PAYMENT,11426.9,0.0,0.0,0.0,0.0,C1000735423,M39955969,,
PAYMENT,25288.36,102857.0,77568.64,0.0,0.0,C1200405043,M630924808,,
PAYMENT,62450.84,485588.0,423137.16,0.0,0.0,C125868899,M1975355205,,
PAYMENT,37716.73,76.0,0.0,0.0,0.0,C2141292343,M455853662,,
PAYMENT,1978.23,105403.0,103424.77,0.0,0.0,C116319816,M1338431667,,
PAYMENT,18902.14,50363.0,31460.86,0.0,0.0,C309870194,M1105966018,,
PAYMENT,2042.96,12750.0,10707.04,0.0,0.0,C562015103,M1955772276,,
PAYMENT,4068.8,0.0,0.0,0.0,0.0,C1442435459,M1558247620,,
PAYMENT,29407.65,155.0,0.0,0.0,0.0,C2064613786,M172502928,,
TRANSFER,34977.06,0.0,0.0,844493.45,879470.51,C1237918165,C217734242,,
PAYMENT,9243.93,127672.89,118428.96,0.0,0.0,C242412023,M1677535964,,
TRANSFER,27434.1,0.0,0.0,3517496.59,3544930.69,C819506998,C1522259174,,
TRANSFER,275709.87,0.0,0.0,320864.47,596574.34,C673925134,C474343619,,
PAYMENT,30234.37,15905.0,0.0,0.0,0.0,C566568231,M496537895,,
PAYMENT,3529.07,9222.66,5693.59,0.0,0.0,C340719780,M1271029395,,
PAYMENT,15432.37,46371.33,30938.97,0.0,0.0,C988659808,M1331559301,,
PAYMENT,10779.77,58196.0,47416.23,0.0,0.0,C1571330670,M568892914,,
TRANSFER,471907.64,36198.0,0.0,2844992.72,3316900.36,C613268623,C734522418,,
PAYMENT,12362.41,71501.0,59138.59,0.0,0.0,C675501030,M1974944205,,
PAYMENT,5345.06,260946.0,255600.94,0.0,0.0,C173626599,M2089038357,,
PAYMENT,13890.57,79688.0,65797.43,0.0,0.0,C126957892,M825255749,,
TRANSFER,849134.34,0.0,0.0,3281123.68,4130258.02,C1723199025,C681101640,,
PAYMENT,138.7,0.0,0.0,0.0,0.0,C192520377,M1938503126,,
PAYMENT,40278.55,0.0,0.0,0.0,0.0,C1192651035,M1749102146,,
PAYMENT,25753.02,1097.0,0.0,0.0,0.0,C1905408563,M1857846761,,
PAYMENT,15483.95,131714.0,116230.05,0.0,0.0,C949210733,M760584177,,
TRANSFER,21299.25,107090.0,85790.75,50741.0,0.0,C2091201205,C297438111,,
PAYMENT,2236.89,10081.0,7844.11,0.0,0.0,C70440803,M1908054483,,
PAYMENT,4591.61,11067.0,6475.39,0.0,0.0,C811987147,M1357166915,,
TRANSFER,740420.94,346.0,0.0,0.0,740420.94,C1647975059,C216787672,,
PAYMENT,698.68,234.0,0.0,0.0,0.0,C1419813655,M215163383,,
TRANSFER,1102193.71,0.0,0.0,3313789.41,4415983.12,C610902517,C529051911,,
TRANSFER,479665.88,0.0,0.0,3555470.57,4035136.44,C2089181179,C1212600491,,
PAYMENT,43152.13,16888.77,0.0,0.0,0.0,C1181325788,M334737992,,
PAYMENT,1124.71,0.0,0.0,0.0,0.0,C2075254193,M860711857,,
PAYMENT,17557.41,38019.98,20462.58,0.0,0.0,C261055534,M697723576,,
PAYMENT,2996.3,292693.79,289697.5,0.0,0.0,C2140014885,M1162143669,,
TRANSFER,1040856.87,16605.0,0.0,371752.86,1412609.73,C1331308568,C1732284805,,
PAYMENT,6179.93,111620.0,105440.07,0.0,0.0,C513077484,M1467111084,,
DEBIT,16110.35,191225.0,175114.65,121333.9,137444.25,C1099172514,C1310612301,,
PAYMENT,17090.25,0.0,0.0,0.0,0.0,C1210765457,M1496756412,,
PAYMENT,6863.5,0.0,0.0,0.0,0.0,C1826569086,M197314203,,
PAYMENT,2523.0,0.0,0.0,0.0,0.0,C1578890858,M54637357,,
PAYMENT,3506.63,200094.0,196587.37,0.0,0.0,C372692509,M1210874732,,
TRANSFER,438504.31,41096.0,0.0,0.0,438504.31,C1651399938,C1319626274,,
TRANSFER,8068.93,0.0,0.0,1602407.66,1610476.59,C1915237245,C812162210,,
PAYMENT,22885.59,3129.0,0.0,0.0,0.0,C1337523033,M168503793,,
TRANSFER,190670.06,0.0,0.0,6825481.05,6976289.63,C1058456614,C300575705,,
PAYMENT,7084.27,7319.0,234.73,0.0,0.0,C998971593,M971478794,,
PAYMENT,10560.89,60697.53,50136.64,0.0,0.0,C415558285,M152922954,,
PAYMENT,5383.34,0.0,0.0,0.0,0.0,C1438442189,M2110607539,,
PAYMENT,19710.81,55220.0,35509.19,0.0,0.0,C979625192,M1195137714,,
PAYMENT,1199.44,272538.33,271338.89,0.0,0.0,C408243261,M1854933013,,
PAYMENT,43744.5,513078.3,469333.8,0.0,0.0,C1983594399,M908498780,,
PAYMENT,76.63,274377.66,274301.03,0.0,0.0,C680665930,M778740724,,
PAYMENT,24134.51,0.0,0.0,0.0,0.0,C1226596877,M1748565214,,
PAYMENT,32079.44,0.0,0.0,0.0,0.0,C1331311064,M1999603049,,
PAYMENT,118737.59,0.0,0.0,0.0,0.0,C590787754,M337743306,,
PAYMENT,13799.8,0.0,0.0,0.0,0.0,C419797620,M1250474570,,
PAYMENT,12915.31,12971.0,55.69,0.0,0.0,C1882587068,M1946596278,,
PAYMENT,31168.83,9938.0,0.0,0.0,0.0,C1541763932,M633665154,,
PAYMENT,8167.73,111605.58,103437.85,0.0,0.0,C1686776685,M1811180284,,
TRANSFER,1183735.1,0.0,0.0,789257.73,1972992.83,C59604493,C479489379,,
TRANSFER,1767081.16,0.0,0.0,2438732.72,4205813.89,C1398850307,C147220490,,
PAYMENT,5684.59,0.0,0.0,0.0,0.0,C1328802582,M1025952431,,
PAYMENT,45871.24,208.0,0.0,0.0,0.0,C1861784524,M45148476,,
PAYMENT,3077.52,0.0,0.0,0.0,0.0,C1846366254,M1061074322,,
PAYMENT,19683.95,38281.24,18597.29,0.0,0.0,C1443061391,M1664756143,,
PAYMENT,7992.93,16208.0,8215.07,0.0,0.0,C602885381,M955938690,,
PAYMENT,9884.52,326977.56,317093.04,0.0,0.0,C113461746,M617411075,,
PAYMENT,8296.38,86134.05,77837.67,0.0,0.0,C1863635726,M668967197,,
TRANSFER,414316.81,10472.0,0.0,550249.65,1392800.91,C1230372714,C1356054329,,
PAYMENT,10284.28,0.0,0.0,0.0,0.0,C2129291395,M608112244,,
PAYMENT,22144.35,26369.0,4224.65,0.0,0.0,C1188497645,M1236920659,,
TRANSFER,297654.06,28.0,0.0,1249731.53,1547385.59,C1791022562,C1252726599,,
PAYMENT,32981.39,104602.0,71620.61,0.0,0.0,C381238044,M1592163656,,
TRANSFER,161733.42,441.0,0.0,0.0,161733.42,C1078376930,C1552477159,,
PAYMENT,22965.07,1081.0,0.0,0.0,0.0,C1495147051,M732297727,,
PAYMENT,1700.11,1021.0,0.0,0.0,0.0,C946854860,M48649984,,
PAYMENT,23308.23,0.0,0.0,0.0,0.0,C768670887,M968811061,,
PAYMENT,1203.44,29941.0,28737.56,0.0,0.0,C922807452,M33563464,,
PAYMENT,1294.16,0.0,0.0,0.0,0.0,C710871670,M1739216215,,
PAYMENT,10118.95,71282.09,61163.14,0.0,0.0,C1336483235,M1845422273,,
PAYMENT,8353.22,107130.94,98777.72,0.0,0.0,C780410398,M293042985,,
TRANSFER,168016.16,0.0,0.0,2051634.71,2219650.87,C1999959128,C2120370669,,
TRANSFER,36011.41,11030.0,0.0,0.0,36011.41,C372067654,C1581188626,,
TRANSFER,1429390.36,0.0,0.0,5295619.33,6725009.69,C1690588399,C1822050975,,
PAYMENT,32482.79,0.0,0.0,0.0,0.0,C979310040,M46920527,,
TRANSFER,600671.92,15721.0,0.0,337671.45,938343.37,C385326923,C1981667207,,
PAYMENT,72168.85,107477.0,35308.15,0.0,0.0,C372698759,M1347261579,,
TRANSFER,320337.74,49950.0,0.0,778431.61,1098769.35,C159566455,C663904695,,
TRANSFER,539710.17,2979.0,0.0,110658.79,650368.96,C675335413,C1087396281,,
PAYMENT,14931.9,0.0,0.0,0.0,0.0,C2077677444,M2068987615,,
TRANSFER,203911.25,71199.0,0.0,97405.53,301316.78,C1628185265,C154119054,,
PAYMENT,13550.74,147933.0,134382.26,0.0,0.0,C850697240,M200528247,,
PAYMENT,4499.49,0.0,0.0,0.0,0.0,C1539748722,M887710211,,
PAYMENT,2167.68,0.0,0.0,0.0,0.0,C91114340,M202134441,,
PAYMENT,14925.32,31198.0,16272.68,0.0,0.0,C463311980,M1402055201,,
PAYMENT,11123.47,0.0,0.0,0.0,0.0,C1594117582,M1415329437,,
PAYMENT,7261.05,0.0,0.0,0.0,0.0,C2038179002,M1261836229,,
PAYMENT,16153.77,23392.0,7238.23,0.0,0.0,C1792919651,M2103061556,,
PAYMENT,5860.14,921.0,0.0,0.0,0.0,C1628944295,M1438384879,,
PAYMENT,19685.15,0.0,0.0,0.0,0.0,C1270122351,M1949959158,,
PAYMENT,9864.9,21242.0,11377.1,0.0,0.0,C1881644831,M1320760468,,
PAYMENT,4762.43,0.0,0.0,0.0,0.0,C179967471,M640555513,,
PAYMENT,11855.86,946533.0,934677.14,0.0,0.0,C1835161891,M2003384331,,
PAYMENT,21669.7,0.0,0.0,0.0,0.0,C1202164868,M1534884642,,
TRANSFER,170798.06,0.0,0.0,2296831.07,2467629.13,C246934124,C1117820555,,
PAYMENT,3097.84,62053.0,58955.16,0.0,0.0,C2143383664,M852681992,,
PAYMENT,4822.36,131366.0,126543.64,0.0,0.0,C1363858630,M899806010,,
PAYMENT,1273.51,408777.0,407503.49,0.0,0.0,C1315829851,M1377899619,,
PAYMENT,8289.57,49758.84,41469.27,0.0,0.0,C455867017,M1187224557,,
PAYMENT,4963.19,11648.0,6684.81,0.0,0.0,C568535248,M768850250,,
DEBIT,5363.72,404965.04,399601.31,111717.65,117081.37,C1798869975,C848182940,,
PAYMENT,39052.92,40372.0,1319.08,0.0,0.0,C1162281237,M802744114,,
PAYMENT,21167.36,0.0,0.0,0.0,0.0,C724016348,M1671109901,,
PAYMENT,19957.82,15961.0,0.0,0.0,0.0,C118565017,M660630605,,
PAYMENT,2572.2,0.0,0.0,0.0,0.0,C1022229878,M203902322,,
TRANSFER,1068794.23,0.0,0.0,1433292.84,2502087.07,C1345952254,C1966249841,,
PAYMENT,12854.73,0.0,0.0,0.0,0.0,C550887131,M198087539,,
PAYMENT,6310.34,3626.0,0.0,0.0,0.0,C1596615887,M1089031782,,
PAYMENT,36100.47,0.0,0.0,0.0,0.0,C542637236,M42661529,,
PAYMENT,23985.29,58028.0,34042.71,0.0,0.0,C761322550,M1547257139,,
PAYMENT,7248.24,0.0,0.0,0.0,0.0,C2100716082,M182105236,,
PAYMENT,24785.88,0.0,0.0,0.0,0.0,C759320713,M1727545914,,
TRANSFER,956527.84,203.0,0.0,498433.76,1454961.6,C999317195,C1753917000,,
PAYMENT,38937.65,21701.0,0.0,0.0,0.0,C837985556,M171965285,,
PAYMENT,6041.74,0.0,0.0,0.0,0.0,C612185546,M56947617,,
TRANSFER,1878176.25,3386260.55,1508084.3,2495825.32,4374001.57,C1991996818,C989086768,,
PAYMENT,22528.81,0.0,0.0,0.0,0.0,C95345001,M308200696,,
TRANSFER,401996.82,420539.0,18542.18,185585.32,587582.14,C180021765,C1608332854,,
PAYMENT,20268.9,0.0,0.0,0.0,0.0,C1071167861,M839522139,,
TRANSFER,74698.67,1440663.69,1365965.03,797569.33,872267.99,C1412513597,C974968303,,
PAYMENT,4273.83,0.0,0.0,0.0,0.0,C1621326551,M2123346958,,
PAYMENT,31401.92,0.0,0.0,0.0,0.0,C1669126767,M188443104,,
TRANSFER,244016.74,0.0,0.0,3024180.77,3268197.51,C818018276,C2143770994,,
PAYMENT,226.64,0.0,0.0,0.0,0.0,C1897407821,M1132026067,,
PAYMENT,37488.6,18122.01,0.0,0.0,0.0,C797387407,M1279363063,,
PAYMENT,30299.88,256211.57,225911.68,0.0,0.0,C1474647281,M1752364868,,
PAYMENT,7734.96,113023.0,105288.04,0.0,0.0,C388924340,M1831748803,,
PAYMENT,2686.52,33859.0,31172.48,0.0,0.0,C934415881,M1500743822,,
TRANSFER,2003018.2,20484.0,0.0,0.0,2003018.2,C1053141210,C724818733,,
PAYMENT,2868.97,0.0,0.0,0.0,0.0,C1186493469,M1647781188,,
PAYMENT,204.14,0.0,0.0,0.0,0.0,C1711943377,M94861196,,
PAYMENT,4929.59,21544.0,16614.41,0.0,0.0,C997188725,M1126024438,,
PAYMENT,4206.11,27210.9,23004.79,0.0,0.0,C1968229677,M1364895898,,
PAYMENT,16144.02,155614.05,139470.03,0.0,0.0,C1184912897,M1348283898,,
PAYMENT,4949.75,272396.08,267446.33,0.0,0.0,C582478109,M1819722312,,
TRANSFER,658949.91,0.0,0.0,1301993.44,1960943.35,C618414709,C218664360,,
PAYMENT,9872.47,0.0,0.0,0.0,0.0,C1947829986,M1431957075,,
PAYMENT,26129.98,51378.0,25248.02,0.0,0.0,C1670082987,M1884412717,,
PAYMENT,31463.23,0.0,0.0,0.0,0.0,C1229907175,M1252890315,,
PAYMENT,1959.03,305247.32,303288.29,0.0,0.0,C1718834010,M65051362,,
TRANSFER,292801.36,28426.0,0.0,0.0,292801.36,C1983070882,C1027026654,,
TRANSFER,132432.73,0.0,0.0,446092.75,628611.68,C1452171375,C1609684527,,
PAYMENT,6275.29,20302.0,14026.71,0.0,0.0,C2119577355,M1521480390,,
PAYMENT,11963.13,238935.87,226972.74,0.0,0.0,C85162935,M226766349,,
PAYMENT,864.93,20370.0,19505.07,0.0,0.0,C723674493,M1750765444,,
PAYMENT,5167.72,0.0,0.0,0.0,0.0,C633792499,M764992266,,
TRANSFER,34510.95,638439.49,603928.54,379883.43,414394.38,C764262876,C1779726616,,
PAYMENT,9930.49,287513.9,277583.4,0.0,0.0,C257955552,M712153051,,
PAYMENT,29005.13,234910.78,205905.64,0.0,0.0,C141340231,M196556582,,
PAYMENT,25607.52,295443.23,269835.71,0.0,0.0,C260789926,M1770708150,,
TRANSFER,192885.17,0.0,0.0,12685975.01,12878860.18,C308892395,C740933852,,
PAYMENT,9374.86,0.0,0.0,0.0,0.0,C1991876524,M804633505,,
PAYMENT,7461.48,0.0,0.0,0.0,0.0,C2107115284,M343874020,,
PAYMENT,11013.65,441144.44,430130.79,0.0,0.0,C2087747327,M1583364010,,
TRANSFER,1014698.63,50380.0,0.0,5904702.82,6919401.45,C662038083,C402519007,,
PAYMENT,10235.51,0.0,0.0,0.0,0.0,C1433596142,M596910336,,
PAYMENT,51208.96,18432.0,0.0,0.0,0.0,C321596801,M497295941,,
PAYMENT,2653.63,265291.12,262637.48,0.0,0.0,C1127856362,M865807936,,
TRANSFER,872896.0,202377.0,0.0,0.0,872896.0,C38569899,C1570170329,,
PAYMENT,18145.51,10958.0,0.0,0.0,0.0,C481211445,M301579818,,
PAYMENT,4430.48,0.0,0.0,0.0,0.0,C795542200,M27489884,,
PAYMENT,16086.78,0.0,0.0,0.0,0.0,C86925456,M1264532798,,
PAYMENT,5809.83,0.0,0.0,0.0,0.0,C652400641,M2097678736,,
PAYMENT,8610.62,12382.0,3771.38,0.0,0.0,C1794367296,M1103258133,,
PAYMENT,3188.82,0.0,0.0,0.0,0.0,C1626438084,M1249392148,,
PAYMENT,1319.77,64155.0,62835.23,0.0,0.0,C1532807834,M552108396,,
PAYMENT,24789.13,0.0,0.0,0.0,0.0,C1919300084,M1842041849,,
PAYMENT,25986.73,0.0,0.0,0.0,0.0,C335793757,M634245337,,
PAYMENT,16952.76,26851.01,9898.25,0.0,0.0,C978726945,M1498497907,,
PAYMENT,397.04,49500.0,49102.96,0.0,0.0,C790418622,M863537753,,
PAYMENT,10393.86,132.0,0.0,0.0,0.0,C1301493809,M1430143107,,
PAYMENT,15394.93,63856.0,48461.07,0.0,0.0,C13542606,M999516810,,
PAYMENT,6929.34,10785.0,3855.66,0.0,0.0,C1446349132,M303042629,,
PAYMENT,5386.45,249639.3,244252.85,0.0,0.0,C305027739,M1819658950,,
PAYMENT,5172.27,0.0,0.0,0.0,0.0,C1145976811,M937658383,,
PAYMENT,10057.89,40071.96,30014.07,0.0,0.0,C616487155,M1574002889,,
PAYMENT,11394.66,0.0,0.0,0.0,0.0,C2121010349,M523360284,,
PAYMENT,4445.93,30790.0,26344.07,0.0,0.0,C784055772,M2105005378,,
PAYMENT,3317.21,0.0,0.0,0.0,0.0,C778261132,M165820625,,
TRANSFER,425858.89,0.0,0.0,4722987.89,5148846.78,C49414254,C354186550,,
PAYMENT,2438.99,0.0,0.0,0.0,0.0,C106186111,M123857341,,
TRANSFER,430672.47,0.0,0.0,455608.31,886280.78,C1721204935,C75949810,,
PAYMENT,11452.1,132631.0,121178.9,0.0,0.0,C1494710841,M586118043,,
TRANSFER,429258.63,0.0,0.0,3236269.42,3665528.05,C1475048639,C1573103776,,
PAYMENT,1798.69,1112.0,0.0,0.0,0.0,C1139357278,M1301632555,,
PAYMENT,22776.1,104397.0,81620.9,0.0,0.0,C692298123,M311159949,,
TRANSFER,1002162.57,0.0,0.0,2996029.96,3998192.53,C1325464433,C2025442559,,
PAYMENT,22786.3,108416.19,85629.89,0.0,0.0,C1001960440,M1941725016,,
PAYMENT,989.96,5059.0,4069.04,0.0,0.0,C791446244,M1761889882,,
TRANSFER,252189.32,252189.32,0.0,0.0,0.0,C636129537,C1515281371,,
TRANSFER,40950.68,0.0,0.0,2635431.78,2676382.46,C1219563151,C1005617064,,
PAYMENT,22338.32,0.0,0.0,0.0,0.0,C515346815,M560402118,,
PAYMENT,6356.25,156216.0,149859.75,0.0,0.0,C989203276,M39858216,,
PAYMENT,3242.85,206674.0,203431.15,0.0,0.0,C1423769913,M155742473,,
TRANSFER,280694.19,32382.66,0.0,2980175.79,3260869.98,C350521429,C1853741947,,
PAYMENT,9702.43,132055.01,122352.58,0.0,0.0,C407930748,M308656550,,
TRANSFER,451824.04,0.0,0.0,21408464.74,21860288.78,C433118185,C74472954,,
PAYMENT,17284.29,156658.43,139374.14,0.0,0.0,C1957435569,M3257153,,
PAYMENT,10719.71,0.0,0.0,0.0,0.0,C32424626,M2128598992,,
PAYMENT,3861.52,0.0,0.0,0.0,0.0,C2022761939,M293545259,,
TRANSFER,620701.99,14.0,0.0,21972.13,642674.12,C1434833121,C3515300,,
PAYMENT,16704.69,4244.0,0.0,0.0,0.0,C350709477,M103288675,,
PAYMENT,11803.02,0.0,0.0,0.0,0.0,C1692471761,M1503049262,,
PAYMENT,2637.55,0.0,0.0,0.0,0.0,C554034670,M2103187436,,
PAYMENT,36409.22,0.0,0.0,0.0,0.0,C1238532961,M1392085731,,
PAYMENT,3039.82,1081585.63,1078545.81,0.0,0.0,C1229294683,M1552184120,,
PAYMENT,10384.87,0.0,0.0,0.0,0.0,C572151570,M1103793595,,
PAYMENT,3146.28,445366.18,442219.9,0.0,0.0,C1047514143,M329239560,,
PAYMENT,12499.23,0.0,0.0,0.0,0.0,C1750605031,M2074360691,,
TRANSFER,477623.37,0.0,0.0,949424.75,1427048.12,C1113693124,C1224930612,,
PAYMENT,8098.51,0.0,0.0,0.0,0.0,C2000233924,M129418068,,
PAYMENT,5378.33,169431.0,164052.67,0.0,0.0,C1243937625,M769807234,,
DEBIT,966.95,103443.0,102476.05,159295.05,160262.0,C1274036239,C868625816,,
TRANSFER,255211.07,0.0,0.0,563595.79,818806.87,C886593566,C1678846636,,
PAYMENT,9309.71,0.0,0.0,0.0,0.0,C1622715399,M57348393,,
PAYMENT,4199.86,15222.0,11022.14,0.0,0.0,C423368160,M287878289,,
PAYMENT,18298.78,232148.83,213850.05,0.0,0.0,C1767225757,M415487456,,
PAYMENT,22124.31,0.0,0.0,0.0,0.0,C378169670,M894048112,,
PAYMENT,11764.23,1431.0,0.0,0.0,0.0,C1567110480,M583584769,,
PAYMENT,12996.69,504757.76,491761.07,0.0,0.0,C897907886,M457388033,,
PAYMENT,18857.08,80773.0,61915.92,0.0,0.0,C1183603512,M729234479,,
TRANSFER,541070.47,0.0,0.0,1348360.5,1889430.98,C1037096723,C606158602,,
TRANSFER,96027.32,0.0,0.0,763897.47,859924.8,C61953247,C2116974054,,
PAYMENT,63438.46,19771.0,0.0,0.0,0.0,C1165812653,M173832413,,
PAYMENT,28478.78,11186.0,0.0,0.0,0.0,C93864558,M193430725,,
TRANSFER,193004.3,6242.0,0.0,66531.35,259535.66,C1483143482,C1932943787,,
PAYMENT,8633.96,0.0,0.0,0.0,0.0,C2016883348,M2092009680,,
PAYMENT,3546.58,0.0,0.0,0.0,0.0,C572131050,M1448521184,,
TRANSFER,2247297.15,204511.0,0.0,3402123.89,5649421.04,C1900559437,C25513932,,
TRANSFER,218618.99,0.0,0.0,4110757.39,4329376.38,C1132587713,C51189923,,
TRANSFER,561498.14,0.0,0.0,1788433.25,2349931.39,C391770974,C1653050489,,
PAYMENT,6461.99,826980.04,820518.05,0.0,0.0,C1130416790,M2010618650,,
PAYMENT,26813.92,200929.0,174115.08,0.0,0.0,C199445201,M643740309,,
PAYMENT,9054.72,5333.1,0.0,0.0,0.0,C831109604,M653154505,,
PAYMENT,6834.24,0.0,0.0,0.0,0.0,C277236233,M985097581,,
PAYMENT,7923.2,21364.0,13440.8,0.0,0.0,C2141572509,M1568957817,,
TRANSFER,737308.53,0.0,0.0,2429740.22,3167048.75,C1661113575,C986614301,,
PAYMENT,429.49,20242.0,19812.51,0.0,0.0,C1349943873,M1390573686,,
PAYMENT,1955.51,0.0,0.0,0.0,0.0,C1071539159,M1574195265,,
PAYMENT,3394.88,222985.0,219590.12,0.0,0.0,C1146784790,M158673330,,
PAYMENT,18872.44,29780.0,10907.56,0.0,0.0,C812333025,M397847831,,
TRANSFER,1198786.7,10613.0,0.0,0.0,1198786.7,C697973535,C1581107777,,
DEBIT,2568.21,41584.0,39015.79,1335207.0,1337775.21,C572862253,C1116223721,,
TRANSFER,419091.27,23546.0,0.0,0.0,350661.95,C1608159157,C1350244212,,
PAYMENT,22023.02,0.0,0.0,0.0,0.0,C1872384887,M524867261,,
PAYMENT,358.19,399388.0,399029.81,0.0,0.0,C2010246273,M1105713058,,
PAYMENT,4432.68,0.0,0.0,0.0,0.0,C936148899,M248106798,,
PAYMENT,857.02,0.0,0.0,0.0,0.0,C737916571,M675046155,,
PAYMENT,3680.55,101583.0,97902.45,0.0,0.0,C366113132,M36122939,,
PAYMENT,3531.75,0.0,0.0,0.0,0.0,C1907391558,M21988290,,
PAYMENT,24648.86,7801.0,0.0,0.0,0.0,C1080458541,M1315363236,,
PAYMENT,2174.0,19884.0,17710.0,0.0,0.0,C1957433363,M995619747,,
PAYMENT,8619.57,0.0,0.0,0.0,0.0,C877813212,M296759328,,
PAYMENT,22366.98,97443.76,75076.79,0.0,0.0,C1813240447,M164090535,,
PAYMENT,15383.08,169423.63,154040.55,0.0,0.0,C1817647761,M1101165959,,
PAYMENT,11541.02,0.0,0.0,0.0,0.0,C1291125116,M1814616501,,
PAYMENT,11887.15,45777.6,33890.46,0.0,0.0,C952589740,M360816111,,
PAYMENT,16273.16,7712.98,0.0,0.0,0.0,C1227582411,M68842455,,
PAYMENT,5232.82,685706.68,680473.85,0.0,0.0,C129963883,M784774803,,
PAYMENT,11224.53,0.0,0.0,0.0,0.0,C358946427,M1387800620,,
PAYMENT,171.95,0.0,0.0,0.0,0.0,C1676024093,M662221004,,
TRANSFER,10000000.0,0.0,0.0,40773328.26,55748755.41,C102189206,C9684980,,
PAYMENT,2254.24,0.0,0.0,0.0,0.0,C1061105879,M931989942,,
PAYMENT,12646.43,0.0,0.0,0.0,0.0,C929573077,M110796017,,
PAYMENT,18651.12,16025.0,0.0,0.0,0.0,C875877457,M1866984119,,
TRANSFER,647689.77,145910.0,0.0,0.0,647689.77,C17010474,C2099400456,,
PAYMENT,1327.59,0.0,0.0,0.0,0.0,C1410213948,M1714353650,,
PAYMENT,15330.19,56968.32,41638.14,0.0,0.0,C1917221361,M2140297234,,
TRANSFER,1154353.99,1154353.99,0.0,0.0,10872.9,C670587931,C150406565,,
TRANSFER,329507.85,36273.91,0.0,594323.99,923831.83,C742790590,C1027008059,,
PAYMENT,8952.75,0.0,0.0,0.0,0.0,C515027573,M1387057170,,
PAYMENT,1385.87,28563.13,27177.26,0.0,0.0,C604916227,M724345152,,
PAYMENT,5892.49,72303.0,66410.51,0.0,0.0,C1215000439,M1228674847,,
PAYMENT,6245.2,50113.0,43867.8,0.0,0.0,C397692701,M1402877664,,
PAYMENT,25409.13,0.0,0.0,0.0,0.0,C230437855,M1760823937,,
PAYMENT,26813.17,477452.88,450639.71,0.0,0.0,C854844145,M818848686,,
PAYMENT,10881.55,20847.0,9965.45,0.0,0.0,C112186304,M1084185325,,
PAYMENT,14916.64,20939.0,6022.36,0.0,0.0,C498343718,M768276275,,
PAYMENT,8912.26,0.0,0.0,0.0,0.0,C951721877,M1240231384,,
PAYMENT,13322.73,118133.0,104810.27,0.0,0.0,C404185204,M2082536923,,
PAYMENT,12938.97,123.0,0.0,0.0,0.0,C1407885819,M628472155,,
PAYMENT,3932.43,93383.23,89450.8,0.0,0.0,C1183773487,M1108379369,,
TRANSFER,362196.95,0.0,0.0,915411.4,1277608.34,C1980548480,C1645012706,,
PAYMENT,6602.53,61245.0,54642.47,0.0,0.0,C1090496252,M42886370,,
PAYMENT,4715.92,49693.0,44977.08,0.0,0.0,C1190331725,M572955865,,
TRANSFER,611341.1,73320.0,0.0,1460829.55,2072170.65,C1466185547,C2100485757,,
PAYMENT,29599.12,0.0,0.0,0.0,0.0,C579655845,M449988615,,
PAYMENT,21263.3,105056.43,83793.13,0.0,0.0,C1621469717,M1767232432,,
TRANSFER,50821.65,1014.42,0.0,1196192.75,1247014.4,C1667434699,C2106292617,,
TRANSFER,219063.81,0.0,0.0,967078.8,1186142.6,C1690895637,C792785583,,
PAYMENT,12521.7,17013.0,4491.3,0.0,0.0,C698844461,M1373251224,,
